text,label
"""Greatest Movie of All Time""",positive
no words to describe its greatness,positive
Quite simply the perfect blend of art and entertainment.,positive
"It's not the greatest film ever made, but it is brilliantly written, performed, and executed as a cut above most films then and now.",positive
"Ojciec chrzestny - wybitny film, niezapomniana rola Marlona Brando.",positive
Epic gangster film! :D,positive
"La perfeccion hecha cine, filmada, escrita y actuada con maestria. Una cinta COMPLETA y sin ningun error, eso es The Godfather basada en el libro de Mario Puzzo",positive
"Popularly viewed as one of the best American films ever made, the multi-generational crime saga The Godfather is a touchstone of cinema: one of the most widely imitated, quoted, and lampooned movies of all time. Marlon Brando and Al Pacino star as Vito Corleone and his youngest son, Michael, respectively. It is the late 1940s in New York and Corleone is, in the parlance of organized crime, a ""godfather"" or ""don,"" the head of a Mafia family. Michael, a free thinker who defied his father by enlisting in the Marines to fight in World War II, has returned a captain and a war hero. Having long ago rejected the family business, Michael shows up at the wedding of his sister, Connie (Talia Shire), with his non-Italian girlfriend, Kay (Diane Keaton), who learns for the first time about the family ""business."" A few months later at Christmas time, the don barely survives being shot by gunmen in the employ of a drug-trafficking rival whose request for aid from the Corleones' political connections was rejected. After saving his father from a second assassination attempt, Michael persuades his hotheaded eldest brother, Sonny (James Caan), and family advisors Tom Hagen (Robert Duvall) and Sal Tessio (Abe Vigoda) that he should be the one to exact revenge on the men responsible. After murdering a corrupt police captain and the drug trafficker, Michael hides out in Sicily while a gang war erupts at home. Falling in love with a local girl, Michael marries her, but she is later slain by Corleone enemies in an attempt on Michael's life. Sonny is also butchered, having been betrayed by Connie's husband. As Michael returns home and convinces Kay to marry him, his father recovers and makes peace with his rivals, realizing that another powerful don was pulling the strings behind the narcotics endeavor that began the gang warfare. Once Michael has been groomed as the new don, he leads the family to a new era of prosperity, then launches a campaign of murderous revenge against those who once tried to wipe out the Corleones, consolidating his family's power and completing his own moral downfall. Nominated for 11 Academy Awards and winning for Best Picture, Best Actor (Marlon Brando), and Best Adapted Screenplay, The Godfather was followed by a pair of sequels. The most widely and worldwide beloved and respected american movie of all time, THE GODFATHER. i may have seen it when i was young but i forgot everything about it and decided to see it now. and what a time i had. truly memorable and unforgettable masterpiece it is. a classic movie. one of the best movies of all time. one of my all time favorites. the best mafia gangster movie ever. the best trilogy ever. currently 2nd place in the IMDB TOP 250 movies ranking, a Rotten Tomatoes score of 100%. one of the best Oscar winning movie ever. nominated for a total 11 Oscars but then the Best Score nomination was labeled withdrawn or ineligible due to being reused from another movie. but a total 10 Nominations and winning 3. Best Picture, Best Lead Actor Marlon Brando and Best Adapted Screenplay. the other nominations are Best Actor In a Supporting Role James Caan, Robert Duvall and Al Pacino, Best Director, Best Costumes, Best Sound and Best Film Editing. Francis Ford Coppola is the Godfather of Mafia Gangster movies, he made this wonderful classic masterpiece. he gave exceptional direction to this movie. you just can't hate or dislike this movie it has something and everything for everyone. people will age the time will go on but this movie won't age forever. it still is and will be the best. Mr Coppola gave a wonderful direction, it was like he knew so much about them he made a history with this movie. exceptional direction by him. Screenplay was well done, superb. admirable work. superb story and wonderful plot. i am not one of those people who complain about this movie being really long, slow moving and boring. i don't overrate stuff, i say what i feel.to be honest i wasn't bored at all while watching this movie. in fact i loved it, when it was finished i wanted more, well i'll be watching the other two soon. this movie was like an wonderful encyclopedia about this Italian big mafia family and i wanted to know and see more about them that is the kind of feeling you don't get anymore. i loved the slow moving just talking plot, that is what makes it a classic. i love it the way it is and this is the way it should be. superb story and a likable plot. i was glued to the screen and was attentive the whole time. talking about the performances, wow man. there could not have been any better Don Vito Corleone than the Best Actor ever, the legend itself, Mr Marlon Brando. what a marvelous, spectacular, classic astonishing performance he gave. i wish he was there for the every Godfather movie. his dialogues delivery, his expressions, his everything his attitude was just unforgettable. wow such an excellent performance ever. superb work. Al Pacino as Michael Corleone was the best supporting actor to me, he did an excellent job. he was really good. James Caan as Sonny Corleone was good too and so was Robert Duvall as Tom Hegan. other actors include John Cazale, Diane Keaton , Sterling Hayden , Richard Conte , Talia Shire , Al Lettieri , Al Martino , Lenny Montana , Rudy Bond , Richard Bright , Richard S. Castellano , Franco Citti , Corrado Gaipa , Tony Giorgio , Julie Gregg , Angelo Infanti and others. superb supporting cast and a one big alone one that was so powerful that it is beyond words to describe his performance. this movie had good dialogues, nice background score and soundtracks. i liked the editing too, nice work by them. superb cinematography and art direction along with the costumes direction. yes there is violent scenes, action and shooting scenes are less and i like it. not nowadays where you see alot of action and less good writing. they do it to cover the bad written work up. but not here. but there were good amounts of them you see people getting shot and killed in violent ways. there were some really classic scenes which are so memorable to be honest. this movie is tragic too. and an epic story about a family. i don't even have to say this i think but this is a MUST WATCH.",positive
Revisitando cÃ¡sicos..... es como cien aÃ±os de soledad en versÃ­on siciliana.,positive
"This is probably the best movie ever made. Enough said. Al Pacino, Marlon Brando... everything clicks and this is an example of true perfection. A+++ I highly recommend this thrilling, dark classic. There is no excuse for not seeing it!",positive
Best Godfather in whole mafia movie & Best part in Godfather series .,positive
still 2 this day the best film in the world,positive
I guess u could say that it was a really good movie,positive
a classic masterpiece that's still unmatched in world cinema.,positive
Movie of the century,positive
one of the best movie ever,positive
No gangster movie will ever top The Godfather.,positive
the godfather is the best gangster / mafia film ever. extremely amazing screenplay. a genuine story. this movie has everything. Vito Corleone was amazing. i loved it. truly one of the best movies ever,positive
Classic Marlon Brando and Al Pacino generational crime saga movie,positive
The undisputed champion of gangster movies and one of the greatest films in Hollywood history.,positive
THIS IS THE BEST !!!!,positive
Masterpiece in the World of Cinema.....Must Watch for all......Greatest Movie of all Time,positive
Amazing. Just amazing. My favorite movie of all time.,positive
Pinnacle of movie making and by far the most influential movies as far as Hollywood is concerned. A brilliant adaptation from an equally excellent book. It makes you feel part of their family and you empathize and react to the numerous emotions it takes you through. One movie you can guarantee that it has both style and content with a terrific soundtrack which is now legendary along with the catchphrase.,positive
"Awesome directing, amazing acting and a stunning soundtrack.",positive
"The bible of mafia movies. Wonderful cast, characters, and story. It's not just a mafia movie. It's about family, honor, really just fascinating. Great quotes. The book is just as good.",positive
"I watched this film for the first time in about 6 or 7 years, I did not write a review because I was only ten when I first saw the first two films and I did not fully understand it, now at 16, I think I do so here's what I think. Perfection is something that the film makes look easy, it's like it was destined for it. The acting from all with the exception of the woman who played Michael's sister is as close as it gets to flawless. Even when Michael starts to gain his power, Al Pacino was not exactly an intimidating looking guy, and he isn't even know. But there was something about the way he presented himself in those scenes that just gave him that look like others feared him. I have never really been that big of a fan of Marlon Brando, but anyone with any knowledge of cinema and acting whatsoever cannot say that his performance is not one of the greatest in cinematic history, I think that it would be impossible to say otherwise. Duvall probably has the most likeable role in the movie as Tom, the guy who follows orders and hardly ever asks questions. Duvall is one of our times finest actors and he shows why like he has showed in many in this film. The score, Nino Rota's music is truly unlike any other score ever released, it might not be this complex.. whatever, there is something about it that makes it almost like a dream. The directing is perfect, the lighting is fantastic, all of the supporting roles are fantastic, it moves smoothly and swiftly, it does not even feel like a three hour movie, mainly it did not to me because I was too busy admiring it. James Caan is also very good. I give the film 4 stars because I like to rate movies like the pro's do it, maybe one day I'll make a great movies section like Ebert, The Godfather will of course go in, I'm glad I watched it again after all these years.",positive
"I don't get it... I do have to admit the end of the movie is an absolutely amazing piece of cinema, regardless of how much I enjoy watching this, in my opinion, slow and dreary movie.",negative
"Its hard to find any real flaws in this movie, mainly because its an absolute masterpiece with one of the greatest casts and plot from any movie.",positive
only because i canÂ´t give it 10 stars...,positive
"9.0/10 The most overrated word is most definitely ""overrated"". Recently, I've heard the word been used in the most peculiar of situations; one of them being to describe the world-renowned cinematic classic, ""The Godfather"". Cinephiles of all ages are always attacking ""classics"" because they go in with some pretty large expectations. And when they don't get the ""best movie of all time"", they start making up reasons why the movie might be ""bad"". See...I don't like that, and I'll never do it. I review films based on my personal enjoyment and/or admiration for the movie, as well as the effort that was put into every key aspect. If a movie has a brilliant script, then it will entertain me no matter what. A good movie is a good movie. And ""The Godfather"" is most definitely one. There were good and even great gangster films before this one. Francis Ford Coppola, the director and co-writer behind this fine production, simply put the icing on the cake by making an undeniably historical one. Love it or hate it, ""The Godfather"" definitely did something for cinema. Heck, when people think ""crime/gangster/mob cinema"", they instantly think of this very film. That is because ""The Godfather"" is memorable for many, forgettable for others, and boring-as-hell for those without attention spans or the intelligence required to enjoy it. I enjoy a good mobster flick. I like stories involving the types of people involved. ""The Godfather"" probably inspired half of the mob flicks that I like, and one show which I love. ""The Godfather"" is not only superb entertainment, but also superb screen-writing. This is purely based on opinion, but one cannot deny facts. And here's a fact for you: ""The Godfather"" is a well-made cinematic landmark. The film opens on the wedding reception of Don Vito Corleone's (Marlon Brando) daughter. There is much discussion about business, favors, and Hollywood during the reception, and then life goes on. However, there is something I must tell you: the Don heads the greatest Mafia family in New York City area. The Don's son, Michael (Al Pacino) has ambition to become the head of the crime family after his father passes, as does the possibly even more ambitious Sonny (James Cann). The film follows the downfall and possibly re-birth of the Corleone family, as the Don grows weak after being shot. As can be expected, his son and Sonny attempt to get revenge on the shooters. The now bed-ridden Don is getting old, and the new ""godfather"", or if you prefer to use the term I have been using, ""don"", must be chosen. In twists of drug involvements, Vegas trips, and casinos; ""The Godfather"" tells its story with efficiency and masterful observation. I understand that my analysis of the story may not be perfect. That's not entirely as I see it, although that's as much info as I'm willing to give. The story is not special because it unfolds within a three hour film; it is special because it is the story of ""The Godfather"". Adapted very well from the novel of the same name, the film attempts to show an emotional and soft side to the gangsters, as no film had done such a thing at the time. The film was legendary and critically acclaimed for many reasons, and the approach it took to mobsters and criminals within ""families"" was one of them. Brando owns this movie. I have a feeling that without him, it just wouldn't have been ""The Godfather"". Marlon Brando is the kind of actor who can make a film good just by showing his presence. He's such a talented man, and this is one of his most memorable roles, among others. The supporting cast is as entertaining as it needs to be, much like the film. So everything works out fine. Coppola establishes a pretty nice look for his movie. The cinematography is flawless and often times, the shots are memorable. We see some pretty wild and creative sights that even give us insight. Coppola has the directorial skills necessary to take something harrowing/bold, and make it into something perhaps more...interesting. ""The Godfather"" is a perfect example of American movie-making, a perfect example of what Francis Ford Coppola is capable of, and a perfect example of how to balance good dialogue, a good screen-play, a good director, and a good cast to make a film that shall impress anyone willing to accept it for what it is. I wouldn't suggest watching the film with expectations, for who knows: if you do that, you may end up like those poor, unlucky saps that just couldn't enjoy the film. They think it's a snooze-fest; I think it's an intellectually stimulating and intoxicating vision. It's a long crime epic, but for every moment of those three hours, I was hooked. And it takes a very good movie to do that. ""The Godfather"" is perhaps more than a very good movie. And it deserves every bit of that praise.",positive
Fucking awesome.No more words to describe.,positive
"""Michael: That's my family Kay, that's not me""",positive
It insists upon itself.,negative
Best movie ever made.,positive
"I know, I know. It's predictable as far as what i'm going to say. but you know what, screw it. Just because I'm going to praise this film like everyone else, doesn't make it less true that this is the greatest film ever. plus i've almost written 100 reviews, so i'm making sure I don't reach 100 without writing my review fo this masterpiece. Plot: The movie starts in 1945 where the mob in New York consists of The Five Families. They are the Corleones, the Cuneo's, the Tattaglias, the Stracci's and the Barzini's. The main characters in this film are the Corleones, lead by their leader, Don Vito Corleone, or ""The Godfather"". The movie begins with the Godfather's daughter's wedding where his youngest son, Michael, returns from World War II with his girlfriend Kay Adams. And you know what, for those who haven't seen the movie, that's all i'm going to say from here. Now the truth is, I didn't love this film right away. Mostly because I didn't really get it. I mean i got the general gist, but that was it. But i got to understand it better when I watched it more than once and played the Wii game which helped me understand things better like knowing a lot of the characters and being familiar with the Five Families and all that. After that, i began to understand and appreciate it more and began to love it after seeing it so many times now. Actors/Characters: James Caan/Santino ""Sonny"" Corleone: He did a pretty good job. It was messed up to see him the first time considering that I saw Caan in Elf before I saw this film. But yeah. He was pretty good. Richard S. Castellano/ Peter ""Fat"" Clemenza: I enjoyed him. He was a fun character. Robert Dunvall/Tom Hagan: Tom is my favorite character. He's was a much more lovable character than the rest. The was smart, had a nice background story. and let's not forgot his time earlier in the film with that producer. I just really like him. Al Pacino/Michael Corleone: And so it begins. For those of you who haven't seen it yet, don't worry about what I mean. But this Is quite the character. He goes through so much in this film and Al Pacino does an excellent job acting it all out. And Of coarse... Marlon Brando/Don Vito Corleone aka The Godfather: Now part of why I didn't care for the film too much at first was how Brando wasn't in the movie all that much. I mean i've heard about the character from spoofs of the film like Men in Tights and all that. But thankfully i've gotten over it and just stuck with knowing that this is an excellent character. and I have been thinking about watching and writing reviews for all fo his movies. so yeah. Music: It was excellent. Very classic songs. Editing: Very well done. I mean it does show you one of the worst fist fighting scenes ever, but WHO CARES!?!?! That doesn't really make the movie any less good. Most people probably haven't even noticed that anyway. And that si my review for The Godfather. It's the best film ever made and i'm glad I finally wrote my review on it before i've written more than 100 reviews.",positive
Didn't really enjoy it that much.,negative
Greatest film I've seen yet.,positive
"Even though its not entirely in my personal interest, I can still spot a classic. Get's better as it goes along.",negative
"I think it's that I just barely saw this recently and have seen billions of pardodies before, but I just didn't care for it. I felt after the years of hype and praise I'd like it, but I was bored and felt like it was nothing spectacular.",negative
It never hit me the way everyone else seems to respond. I probably just need to watch it again...,negative
Simply the greatest movie ever made!,positive
100% thats all i know how to say for this film.,positive
"After watching this, I admit, I am 'blown away' by the classical, philosophical, and organic approach to both of the terms Gangster and Crime and the lifestyle. Francis Ford Coppola's direction of the film is by far the most magnificent I've seen in cinema history. Marlon Brando & Al Pacino have my full praise for their performance. I was really amazed by the intensity of the suspenseful mood and fierce yet calm dialogue. Most definitely a newly found favorite of mine.",positive
Come on. It's the best anything ever.,positive
"Simply WOAHH!! No surprise this is still 100 % fresh here on RT. This is a genuine Godly creation. Francis Ford Cappola..i don't have words to describe the guy. Calling him a genius would be an understatement. Writing, Acting, Directing, everything textbook stuff. Besides this has to be considered that when this was made Hollywood was still in its growth era but is still flawless in every possible aspect on which a film is Judged. The Only film that didn't make me yawn even though it has this 177 min timeline. 5 stars are nothing for this. Long live the memory of the greatest creation ever to grace Hollywood.",positive
"With a chilling, deep, dramatic story, ungodly acting, brief yet memorable moments of dark and light humor, an attention captivating soundtrack, and so many other qualities that make this arguably the greatest motion picture in all of cinema's history. Definitely one of the greatest moments in my movie viewing life. This film is exciting, edge-of-your-seat, heart pounding pure perfection. If there was a manual on how to create a movie, the first and only step would be watch The Godfather. Need I say more?",positive
"A highlight in American cinema, Godfather is a rich, layered, and powerful classic. The film's greatest achievement though, is it's ability to create tremendous mood through lighting and art direction. I can appreciate why it is one of the most widely imitated films but frankly, I found it to be quite slow at times and ultimately, overrated. Yes, Brando is fantastic, but for all the great catchphrases there are three more scenes that drag on far too long. I know I'm one of the few who feel this way but still, 4/5 is pretty damn good.",positive
The movie close to perfection,positive
It insists upon itself.,negative
"No real explanation needed here. If you don't like The Godfather, you don't like movies.",positive
"With some of the best cast choices, an amazing director, and an amazing script, was there any doubt this film would be amazing? It's completely mind blowing on what Francis Ford Coppola did, as well as the every single person who worked on it. No wonder it's said to be one of the best films of all time! It's completely outstanding. I wouldn't even be afraid to call this movie perfect. It really pushes the limits of a mob film, and every film following a concept even slightly similar to this has taken points from this film. Firstly, let's talk about the plot, because there's not much to say without giving away anything, but I'll do my best. It's about the Corleone family, a ""Mafia"" family and their struggle with the leader of the family, Don, grows aged, and Michael, his son, is to take his place when he passes away. I would say more, but it's very complex and long, and I'd spoil some of the surprises, so just trust me on this, the plot is very well done. Now, something very important, the violence. The violence is gruesome, disturbing, and very intense, absolutely NOT recommended for kids, even with adults around. Now, something I must warn, as it really confused me for the first while: The first half of the film is why many consider the film boring, and I have a reason for that. It seems that Francis Ford Coppola wanted to really develop the characters and make them as important in the film is possible, so he seems to take the entire first half of the film to develop the characters, which is about an hour and thirty minutes. So, I shall warn you, if you hate slow movies, and don't care much about these types of characters, don't watch this movie, you'll be bored to death. As for everyone else, you can definitely enjoy the first half, especially because it makes the second half more intense and significant. So, don't be surprised if the movie seems very slow, it's worth it. Now, because this might be known as my most viewed post ever, as the film is well known, I shall do The Best and Worst of ""The Godfather"". The best was difficult for me to decide. I had to choose between the acting and the editing, so I've decided to pick the one I think is more important to a film, and acting edges out. The acting was outstanding. Al Pacino was the best by far, with his unlimited emotions and amazing delivery, he was tremendous in this performance. Also, James Caan and John Cazale were amazing, Marlon Brando made the character feel real, as if he wasn't Marlon Brando, he was the character, and Robert Duvall... awesome. Even the minor characters were portrayed wonderfully by their actors. Now the worst part of the film, which was extremely hard for me, but I decided to go with the ending, not because it was bad, far from it, I actually really liked the ending, but unlike everything else in the movie, it has a flaw. It feels empty, like it made you care so much for the characters, you were so interested in them, and right at the last few seconds, it literally shuts the door on them, basically saying ""That's all you get, I don't care if you want more, you'll just have to wait 2 years for the sequel"". I mean, it's a good ending, but it's the only thing in this movie I can complain about. So, overall, what would I say about this movie? Well, it's one of the best, check it out, you will not regret it. 5/5",positive
"""I'm going to make him an offer he can't refuse.""",positive
One of the best movies I have seen,positive
I finally got around to watching the Godfather and what a fantastic film it is.,positive
"The Godfather is one of the few films in which I personally did not find any significant weakness even after many viewings. From the direction, to the acting, to the storyline, to the score, The Godfather has the word classic written all over, and it really is not much of a surprise that it is now considered by many one of the top five movies of all time. Perhaps when it comes to cinematic techniques The Godfather has not been as revolutionary as Citizen Kane, but its influence on motion pictures is comparable. Rarely a movie has defined or re-defined a genre as much as this one did for ""gangster movies"", but its influence goes well beyond that. The Godfather's influence has been so big through the years that elements of it can be found in virtually every ""organized crime film"" nowadays; almost every comedy featuring a gangster in the last few years has spoofed something in The Godfather. The Italian-American old mobster a-la Don Vito Corleone has become one of the most established figures in the public's imagination. But to say that The Godfather is simply ""influential"" is to diminish its true qualities, and so is to describe it simply as ""a movie about gangsters"". The Mafia is certainly the main focus the story revolves around (despite the fact that the word is never mentioned), but although the movie never tries to forcedly insert separate subjects it contains an amount of psychological and social subtexts that cannot be overlooked. Considerations on how the social environments changes us, on how moral values appear different from different point of views, on how violence can destroy a human soul, and on how power can corrupt an individual are deeply blended into a story that stays practically always true to complete realism, and the result is a picture of astonishing efficacy and believability. As good as the direction and the story are, it would be unfair not to consider the major role that the actors' performances had in the cinematic triumph that was The Godfather. Praised by many as the best cast to ever appear in an American movie, all the cast in The Godfather succeeds in portraying complex, three-dimensional characters without ever making a slip. The exceptional portrayals of Don Vito and Michael Corleone respectively by Marlon Brando and Al Pacino, the performances by Robert Duvall, James Caan and Diane Keaton as Tom Hagen, Santino Corleone and Kay Adams, the ruthless Virgil Sollozzo played by Al Lettieri -- as well as more than a few other roles -- are all perfect for the movie, and they all succeed in making us believe these are real people, not just actors. We are not watching a central character and a bunch of incomplete figures that revolve around him: although Michael Corleone is the character that gets the most screen time, everybody is the center of this world his own way. The movie makes it possible for the viewers to identify with different characters and to observe how their personality and story fits in, and it does it much more effectively than many bloated multiple-storyline movies that came out in the last few years. The movie opens on the wedding of Don Vito Corleone's daughter, Connie (Talia Shire). Don Corleone is a powerful man, and it was not without the use of violence that he achieved this position during the course of his life. The wedding scene gives a perfect setting of where and how the Don's power extends; from the regular worker in a neighborhood, to the immensely popular singer, to the friends in politics and right to the ruthless killer, Don Corleone has links to people ready to ask him favors and to pay him back. Some are trustworthy, some are not, but thanks to his intelligence and intuit the Don can almost always distinguish the two. However, this is 1946, times are changing, and to many of the younger people working in the crime business, Don Corleone's ideas are becoming obsolete. The Don believes that the new trend in the business, narcotics, is too dangerous and the families dealing with it would eventually end up self-destroying; while his family had deals in alcohol and gambling for a long time, part of the Government and law enforcement was ready to close one eye. Drugs are another thing. To this day, Don Corleone was able to keep things together while maintaining his economic and political power, but things will brutally change when a powerful drug dealer name Sollozzo enters the picture. The refusal of Don Corleone to cooperate with Sollozzo, and a weakness immediately spotted by the latter, will ignite a war that will cost many lives, and that will see Michael Corleone, Vito's younger son and the one who never wanted to take part in the family business, lose his ""innocence"" and transform into a gangster as ruthless as the people he initially stood up against. I purposely decided not to spoil much about the plot because I believe that the film is perfectly enjoyed without knowing anything in advance, and -- believe it or not -- there are still quite a lot of people who have never seen this movie. There are multiple scenes that manage to create an incredible tension, various twists, and although like any other masterpiece The Godfather can be watched knowing the whole story beforehand and still be a phenomenal experience, I believe it is always a pleasure to see it for the first time and enjoy its multiple climaxes. Besides, to outline such complicated characters and such an emotionally intense story in a short review like this one would be inadmissible. There has been much speculation on how the events in The Godfather novel written by Mario Puzo, the book the film is based on, could be an exposé of true facts. Many believe that the character of Johnny Fontane , for instance, was based on Frank Sinatra's real life, and many of the other characters were modeled after real people. I won't go into that: frankly, I have no idea whether these voices are reliable, although the Frank Sinatra reference seems obviously quite believable. The cinematography of The Godfather is dark and tasteful, and colors are used perfectly to give a true feel of the era it is set in. There is a fair amount of violence, though rarely gratuitous. The Godfather certainly doesn't need my recommendation. The film is universally considered one of the best of all time, and the performances by Pacino and Brando alone is the stuff of legends.",positive
"What can I add? If you've never seen it, I envy you for you are in for a treat. Then you've got 2 and 3 to enjoy.",positive
"5 stars is really not enough to express just how amazing this film is. The benchmark for any film. No it's not a family film, but it says more about family than anything else. Literally could not be better. ""Masterpiece"" falls short of describing it. Just see it. If you have, watch it again.",positive
"It's almost impossible to hate this movie with it's compelling story, unbelivable passion by the actors, one of the best movies ever made.",positive
"On-paper the greatest film ever made(meaning 'in a general taste'), other than, of course, Citizen Kane, and in some books, The Rules of the Game. Without Mario Puzo mediocre novel, I don't know where cinema would be. This film set THE primary example of acting, cinematography, narratives, timing and mood. With such a raw vibe, and such brilliantly executed events, it is undoubtable one of the most powerful films anyone will ever make. While there are films I think about more often, and even like a lot more, it is a film that not only shouldn't be forgotten, but simply can't be forgotten.",positive
Classic. Stop reading this and watch it already. (I still prefer Godfather II),positive
"The Godfather is one of the greatest movies ever made. It mightn't be as action packed as people watching it for the first time might expect but the movie itself is exceptionally good. Marlon Brando, James Caan, John Cazale and Al Pacino are amazing in their individual roles and create some of the greatest characters cinema will ever see. Al Pacino became a star because of this movie.",positive
Greatest movie of all time. Period.,positive
The best damn gangster movie ever made.....,positive
"It's a great movie, yet I was a bit disappointed when, in my opinion, it did not quite live up to the hype and unmatched reverence associated with it.",positive
"One of the greatest films of all time and a true must see for anyone who hasn't. Though Marlon Brando is Vito Corleone, The Godfather, the film's star is Al Pacino as Michael, Vito's son, who rises in the crime ranks to become the one thing is father never intended.",positive
"The movie has a very intriguing, complete, logical and well-told plot. Excellent acting from Marlon Brando and Al Pacino. It achieved a difficult job of grabbing the audience's attention for almost 3 hrs.",positive
"An American classic, and one of the greatest film's ever made. Director Francis Ford Coppola's masterpiece, based on Mario Puzo's bestselling novel starring Marlon Brando, Al Pacino, James Caan, Robert Duvall and Diane Keaton. The film chronicles a ten year span (1945 to 1955) in the life of the Italian-American Corleone crime family of New York City. Won the 1972 Academy Award for Best Picture, Best Actor (Brando) and Best Adapted Screenplay (Coppola and Puzo).",positive
"Fantastic film, I can't believe it took me this long to see it. The entire film is flawless: the performances, the writing, the score, the plot, just everything in general. While it may be too long for some, it's definitely one of those films you have to see before you die.",positive
Second best American movie -- beaten by Deer Hunter.,positive
"If there is any question of being realistic crime film there is nothing beyond it. Featuring electrifying performances by Brando, Pacino, Caan, and a terrific direction by Coppola, The Godfather rises above the usual greatness of a film to become an experience of a lifetime.",positive
"Is there anything bad to say about The Godfather? No, of course not. This has to be one of the most well done/amazing movie I have ever watched. Everything about it is perfect. The directing, acting, screenplay, and cinematography make The Godfather one of the best movies ever made.",positive
I just... couldn't like it.,negative
Classic American film.,positive
One of the greatest movies of all-time. Easily.,positive
The greatest movie I have ever seen (and I have seen most) with Godfather part 2 the only movie that is even a close second. Also the closest adaptation of a book I have ever read/seen.,positive
the best of the three ..marlon brandon was jst perfect in the role everything was perfect in this film,positive
The greatest gangster film ever made,positive
How can I deny this movie's mastery? a truly transcendant film.,positive
"Masterpiece, one of the best Movies of our time, as are Godfather II, & Godfather III, picking the best of the tree depends which one I am watching at the time.Francis Ford Coppola is a God",positive
"The best of all time? That's not for me to say. But is it as perfect as it is touted to be? Simply take a look at what it has to offer: An operatic tale of family, corruption, revenge, and power. A plethora of flawless performances. And imagery that shall be forever engraved into all things cinema. Even if you don't consider it the greatest film ever made, it would be quite a shame to deny the unquestionable brilliance that is Coppola's epic masterpiece.",positive
An utterly boring movie where most seem to rave about its excellence without actually having seen the film.,negative
best movie ever. i loved the mafia after i saw this movie.,positive
quite possibly the best movie i ever seen,positive
Did everything right,positive
"One of the greatest movies of all time, and most successful most of all some of the most powerful performances ever recorded on screen becuase these actors dont just act there characters they live them. this movie will live on forever",positive
There are a billion reasons why The Godfather is still considered the best of the bests.,positive
The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son. http://www.imdb.com/title/tt0068646/,positive
gotta love the old gangster movies,positive
What can I say that hasn't been said? Literally every scene in this film is a classic. And I want a toilet that has a chain pull flusher.,positive
"Rarely can it be said that a film has defined a genre, but never is that more true than in the case of The Godfather. Since the release of the 1972 epic (which garnered ten Academy Award nominations and was named Best Picture), all ""gangster movies"" have been judged by the standards of this one (unfair as the comparison may be). If a film is about Jewish mobsters, it's a ""Jewish Godfather""; if it's about the Chinese underworld, it's an ""Oriental Godfather""; if it takes place in contemporary times, it's a ""modern day Godfather.""",positive
THE MOST SPECTACULAR MOVIE POSSIBLE........ ABSOLUTE PERFECT OF A MOVIE WITHOUT A DOUBT GREATEST EVER,positive
What can I say its an American Classic.,positive
"Godfather is a truly remarkable, rememberable, and outstanding piece of cinema.",positive
"Good: Great acting by everyone, surprises and deaths, good action, many subplots that go into each character Bad: Nothing The story of the Corleone family crime syndacite, based in New York City.  Based on The Godfather by Mario Puzo. The family is overseen by the boss Vito Corleone, and his three sons Michael, Sonny, and Fredo. One of the best crime movies of all time, if not the best. In the beginning the movie has almost no forms of violence, much unlike Scarface, but later will have scenes of bloody action. Marlon Brando does an amazing performance as Vito Corleone, as does Al Pacino as Michael, and James Cean as Sonny. There is marvelous acting by even the extras and everyone in between.The plot holds many surprises, deaths, and treachery. The storyline goes deep into the characters, making many subplots in the movie. As an example The difficulties between Connie and Carlo in their relationship, which creates a conflict between other characters. This is a movie that you must really pay attention to, the story is so intricate that if you miss even small details at certain times you will left confused for the next few scenes until you can piece it together. The film stays true to the mafia with it's mafioso attitudes and rules. It also does with extremely Italian music, which is catchy and upbeat. The best musically inclined moment is during the opening wedding when the relatives are called upon the stage to sing a classic tune. The costumes that are worn by the actors are very fitting. They are dressed for a black tie affair, and when they're not, they dress themselves in a trench coat and bowler hat. The setting is exceptional. Whether it be the countryside of Sicily, or even the home that the Corleone's stay in. Vito Corleone is the most memorable person out of the cast, his voice is unique, as is the creativity in putting cotton balls into his mouth to puff up his cheeks a little. One of Marlon Brando's most spectacular performances. The scene with him in the garden is one of his most capturing. Vito can be known as the man that everyone goes to for a ""job"", or even just some advice. The script is one of the greatest I've seen, thanks to Mario Puzo. Filled with some great quotes in the movie (""I'll make him an offer he can't refuse""). Even if the film is three hours long it doesn't move slowly for an instant, those small subplots keep you entertained for the entire film. They execute the solving of each one with expert timing. The ending left me wanting more. I am in anticipation of seeing the sequel.",positive
Not a single scene could be improved. A masterpiece!,positive
The greatest crime film ever and one of the best films ever to come out of any studio or country.,positive
A TRUE MASTERPIECE al pacino and marlon brando were brilliant great movie one of my favorite movies. Grade:A+++,positive
"Although I feel that all the Godfather movies are a little too long, it is difficult to criticise any of them. The story and performances are top notch.",positive
"A landmark for cinema. Brando's performance is possibly the best and most convincing I have ever seen. Pacino is also incredible, and of course he has since gone on to become one of the most revered actors of recent decades. We also see Alex Rocco, who later provided the voice of Roger Myers Jr. in 'The Simpsons'.",positive
If you don't like this movie I hope I never meet you.,positive
Brilliant adaptation of the book.,positive
"It's a bit long but this is a movie of quality. I think it marked the history of cinema. Good acting , interesting and captivating story and enjoyable to watch with many very hard moments. It's a great movie!",negative
master-fucking-piece,positive
One of Hollywood's greatest movies.,positive
